case_id,category,difficulty,nl_query,sql,tables_used,columns_used,join_edges,expected_ambiguities,source_template,template_variant,notes
gold_025,online_sales,hard,How many online purchases in 2001 shipped to a different customer than billed for billing state TX?,"
        SELECT a.state, cd.year, COUNT(*) AS purchase_rows
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN addresses a ON op.billing_address_ref = a.address_record
        JOIN clients bill_c ON op.billing_client_ref = bill_c.client_record
        JOIN clients ship_c ON op.shipping_client_ref = ship_c.client_record
        WHERE cd.year = 2001 AND a.state = 'TX' AND bill_c.client_record <> ship_c.client_record
        GROUP BY a.state, cd.year
        ",addresses;calendar_days;clients;online_purchases,addresses.address_record;addresses.state;calendar_days.calendar_day_record;calendar_days.year;clients.client_record;online_purchases.billing_address_ref;online_purchases.billing_client_ref;online_purchases.sale_calendar_day_ref;online_purchases.shipping_client_ref,addresses.address_record = online_purchases.billing_address_ref;calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;clients.client_record = online_purchases.billing_client_ref;clients.client_record = online_purchases.shipping_client_ref,,online_shipping_customer,1,Same client table joined for billing and shipping roles.
gold_026,online_sales,hard,How many online purchases in 2002 shipped to a different customer than billed for billing state TX?,"
        SELECT a.state, cd.year, COUNT(*) AS purchase_rows
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN addresses a ON op.billing_address_ref = a.address_record
        JOIN clients bill_c ON op.billing_client_ref = bill_c.client_record
        JOIN clients ship_c ON op.shipping_client_ref = ship_c.client_record
        WHERE cd.year = 2002 AND a.state = 'TX' AND bill_c.client_record <> ship_c.client_record
        GROUP BY a.state, cd.year
        ",addresses;calendar_days;clients;online_purchases,addresses.address_record;addresses.state;calendar_days.calendar_day_record;calendar_days.year;clients.client_record;online_purchases.billing_address_ref;online_purchases.billing_client_ref;online_purchases.sale_calendar_day_ref;online_purchases.shipping_client_ref,addresses.address_record = online_purchases.billing_address_ref;calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;clients.client_record = online_purchases.billing_client_ref;clients.client_record = online_purchases.shipping_client_ref,,online_shipping_customer,2,Same client table joined for billing and shipping roles.
gold_027,online_sales,hard,How many online purchases in 2003 shipped to a different customer than billed for billing state TX?,"
        SELECT a.state, cd.year, COUNT(*) AS purchase_rows
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN addresses a ON op.billing_address_ref = a.address_record
        JOIN clients bill_c ON op.billing_client_ref = bill_c.client_record
        JOIN clients ship_c ON op.shipping_client_ref = ship_c.client_record
        WHERE cd.year = 2003 AND a.state = 'TX' AND bill_c.client_record <> ship_c.client_record
        GROUP BY a.state, cd.year
        ",addresses;calendar_days;clients;online_purchases,addresses.address_record;addresses.state;calendar_days.calendar_day_record;calendar_days.year;clients.client_record;online_purchases.billing_address_ref;online_purchases.billing_client_ref;online_purchases.sale_calendar_day_ref;online_purchases.shipping_client_ref,addresses.address_record = online_purchases.billing_address_ref;calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;clients.client_record = online_purchases.billing_client_ref;clients.client_record = online_purchases.shipping_client_ref,,online_shipping_customer,3,Same client table joined for billing and shipping roles.
gold_028,online_sales,hard,How many online purchases in 2004 shipped to a different customer than billed for billing state TX?,"
        SELECT a.state, cd.year, COUNT(*) AS purchase_rows
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN addresses a ON op.billing_address_ref = a.address_record
        JOIN clients bill_c ON op.billing_client_ref = bill_c.client_record
        JOIN clients ship_c ON op.shipping_client_ref = ship_c.client_record
        WHERE cd.year = 2004 AND a.state = 'TX' AND bill_c.client_record <> ship_c.client_record
        GROUP BY a.state, cd.year
        ",addresses;calendar_days;clients;online_purchases,addresses.address_record;addresses.state;calendar_days.calendar_day_record;calendar_days.year;clients.client_record;online_purchases.billing_address_ref;online_purchases.billing_client_ref;online_purchases.sale_calendar_day_ref;online_purchases.shipping_client_ref,addresses.address_record = online_purchases.billing_address_ref;calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;clients.client_record = online_purchases.billing_client_ref;clients.client_record = online_purchases.shipping_client_ref,,online_shipping_customer,4,Same client table joined for billing and shipping roles.
gold_029,web_site,medium,Online net paid in 2001 for property site_0 by site page type general.,"
        SELECT web.name, sp.type, cd.year, SUM(op.net_paid) AS net_paid, COUNT(DISTINCT op.billing_client_ref) AS customers
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN online_properties web ON op.online_property_ref = web.online_property_record
        JOIN site_pages sp ON op.site_page_ref = sp.site_page_record
        WHERE web.name = 'site_0' AND sp.type = 'general' AND cd.year = 2001
        GROUP BY web.name, sp.type, cd.year
        ",calendar_days;online_properties;online_purchases;site_pages,calendar_days.calendar_day_record;calendar_days.year;online_properties.name;online_properties.online_property_record;online_purchases.billing_client_ref;online_purchases.net_paid;online_purchases.online_property_ref;online_purchases.sale_calendar_day_ref;online_purchases.site_page_ref;site_pages.site_page_record;site_pages.type,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;online_properties.online_property_record = online_purchases.online_property_ref;online_purchases.site_page_ref = site_pages.site_page_record,,online_property_page,1,Web site and page performance.
gold_030,web_site,medium,Online net paid in 2002 for property site_0 by site page type general.,"
        SELECT web.name, sp.type, cd.year, SUM(op.net_paid) AS net_paid, COUNT(DISTINCT op.billing_client_ref) AS customers
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN online_properties web ON op.online_property_ref = web.online_property_record
        JOIN site_pages sp ON op.site_page_ref = sp.site_page_record
        WHERE web.name = 'site_0' AND sp.type = 'general' AND cd.year = 2002
        GROUP BY web.name, sp.type, cd.year
        ",calendar_days;online_properties;online_purchases;site_pages,calendar_days.calendar_day_record;calendar_days.year;online_properties.name;online_properties.online_property_record;online_purchases.billing_client_ref;online_purchases.net_paid;online_purchases.online_property_ref;online_purchases.sale_calendar_day_ref;online_purchases.site_page_ref;site_pages.site_page_record;site_pages.type,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;online_properties.online_property_record = online_purchases.online_property_ref;online_purchases.site_page_ref = site_pages.site_page_record,,online_property_page,2,Web site and page performance.
gold_031,web_site,medium,Online net paid in 2003 for property site_0 by site page type general.,"
        SELECT web.name, sp.type, cd.year, SUM(op.net_paid) AS net_paid, COUNT(DISTINCT op.billing_client_ref) AS customers
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN online_properties web ON op.online_property_ref = web.online_property_record
        JOIN site_pages sp ON op.site_page_ref = sp.site_page_record
        WHERE web.name = 'site_0' AND sp.type = 'general' AND cd.year = 2003
        GROUP BY web.name, sp.type, cd.year
        ",calendar_days;online_properties;online_purchases;site_pages,calendar_days.calendar_day_record;calendar_days.year;online_properties.name;online_properties.online_property_record;online_purchases.billing_client_ref;online_purchases.net_paid;online_purchases.online_property_ref;online_purchases.sale_calendar_day_ref;online_purchases.site_page_ref;site_pages.site_page_record;site_pages.type,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;online_properties.online_property_record = online_purchases.online_property_ref;online_purchases.site_page_ref = site_pages.site_page_record,,online_property_page,3,Web site and page performance.
gold_032,web_site,medium,Online net paid in 2004 for property site_0 by site page type general.,"
        SELECT web.name, sp.type, cd.year, SUM(op.net_paid) AS net_paid, COUNT(DISTINCT op.billing_client_ref) AS customers
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN online_properties web ON op.online_property_ref = web.online_property_record
        JOIN site_pages sp ON op.site_page_ref = sp.site_page_record
        WHERE web.name = 'site_0' AND sp.type = 'general' AND cd.year = 2004
        GROUP BY web.name, sp.type, cd.year
        ",calendar_days;online_properties;online_purchases;site_pages,calendar_days.calendar_day_record;calendar_days.year;online_properties.name;online_properties.online_property_record;online_purchases.billing_client_ref;online_purchases.net_paid;online_purchases.online_property_ref;online_purchases.sale_calendar_day_ref;online_purchases.site_page_ref;site_pages.site_page_record;site_pages.type,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;online_properties.online_property_record = online_purchases.online_property_ref;online_purchases.site_page_ref = site_pages.site_page_record,,online_property_page,4,Web site and page performance.
gold_033,web_site,medium,Online property performance for market class Open arms shall make sports. Dates  in property state TN during 2001.,"
        SELECT web.market_class, web.state, cd.year, SUM(op.net_profit) AS net_profit, COUNT(*) AS purchase_rows
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN online_properties web ON op.online_property_ref = web.online_property_record
        WHERE web.market_class = 'Open arms shall make sports. Dates ' AND web.state = 'TN' AND cd.year = 2001
        GROUP BY web.market_class, web.state, cd.year
        ",calendar_days;online_properties;online_purchases,calendar_days.calendar_day_record;calendar_days.year;online_properties.market_class;online_properties.online_property_record;online_properties.state;online_purchases.net_profit;online_purchases.online_property_ref;online_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;online_properties.online_property_record = online_purchases.online_property_ref,,online_property_market,1,"Online property geography, not customer geography."
gold_034,web_site,medium,Online property performance for market class Open arms shall make sports. Dates  in property state TN during 2002.,"
        SELECT web.market_class, web.state, cd.year, SUM(op.net_profit) AS net_profit, COUNT(*) AS purchase_rows
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN online_properties web ON op.online_property_ref = web.online_property_record
        WHERE web.market_class = 'Open arms shall make sports. Dates ' AND web.state = 'TN' AND cd.year = 2002
        GROUP BY web.market_class, web.state, cd.year
        ",calendar_days;online_properties;online_purchases,calendar_days.calendar_day_record;calendar_days.year;online_properties.market_class;online_properties.online_property_record;online_properties.state;online_purchases.net_profit;online_purchases.online_property_ref;online_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;online_properties.online_property_record = online_purchases.online_property_ref,,online_property_market,2,"Online property geography, not customer geography."
gold_035,web_site,medium,Online property performance for market class Open arms shall make sports. Dates  in property state TN during 2003.,"
        SELECT web.market_class, web.state, cd.year, SUM(op.net_profit) AS net_profit, COUNT(*) AS purchase_rows
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN online_properties web ON op.online_property_ref = web.online_property_record
        WHERE web.market_class = 'Open arms shall make sports. Dates ' AND web.state = 'TN' AND cd.year = 2003
        GROUP BY web.market_class, web.state, cd.year
        ",calendar_days;online_properties;online_purchases,calendar_days.calendar_day_record;calendar_days.year;online_properties.market_class;online_properties.online_property_record;online_properties.state;online_purchases.net_profit;online_purchases.online_property_ref;online_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;online_properties.online_property_record = online_purchases.online_property_ref,,online_property_market,3,"Online property geography, not customer geography."
gold_036,web_site,medium,Online property performance for market class Open arms shall make sports. Dates  in property state TN during 2004.,"
        SELECT web.market_class, web.state, cd.year, SUM(op.net_profit) AS net_profit, COUNT(*) AS purchase_rows
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN online_properties web ON op.online_property_ref = web.online_property_record
        WHERE web.market_class = 'Open arms shall make sports. Dates ' AND web.state = 'TN' AND cd.year = 2004
        GROUP BY web.market_class, web.state, cd.year
        ",calendar_days;online_properties;online_purchases,calendar_days.calendar_day_record;calendar_days.year;online_properties.market_class;online_properties.online_property_record;online_properties.state;online_purchases.net_profit;online_purchases.online_property_ref;online_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;online_properties.online_property_record = online_purchases.online_property_ref,,online_property_market,4,"Online property geography, not customer geography."
gold_037,web_site,easy,Summarize site pages of type general with auto-generated flag N by content counts.,"
        SELECT sp.type, sp.auto_generated_flag, AVG(sp.char_count) AS avg_chars, AVG(sp.link_count) AS avg_links, AVG(sp.image_count) AS avg_images, AVG(sp.max_ad_count) AS avg_ads
        FROM site_pages sp
        WHERE sp.type = 'general' AND sp.auto_generated_flag = 'N'
        GROUP BY sp.type, sp.auto_generated_flag
        ",site_pages,site_pages.auto_generated_flag;site_pages.char_count;site_pages.image_count;site_pages.link_count;site_pages.max_ad_count;site_pages.type,,,site_page_content,1,Site page dimension content fields.
gold_038,web_site,easy,Summarize site pages of type general with auto-generated flag Y by content counts.,"
        SELECT sp.type, sp.auto_generated_flag, AVG(sp.char_count) AS avg_chars, AVG(sp.link_count) AS avg_links, AVG(sp.image_count) AS avg_images, AVG(sp.max_ad_count) AS avg_ads
        FROM site_pages sp
        WHERE sp.type = 'general' AND sp.auto_generated_flag = 'Y'
        GROUP BY sp.type, sp.auto_generated_flag
        ",site_pages,site_pages.auto_generated_flag;site_pages.char_count;site_pages.image_count;site_pages.link_count;site_pages.max_ad_count;site_pages.type,,,site_page_content,2,Site page dimension content fields.
gold_039,web_site,easy,Summarize site pages of type protected with auto-generated flag N by content counts.,"
        SELECT sp.type, sp.auto_generated_flag, AVG(sp.char_count) AS avg_chars, AVG(sp.link_count) AS avg_links, AVG(sp.image_count) AS avg_images, AVG(sp.max_ad_count) AS avg_ads
        FROM site_pages sp
        WHERE sp.type = 'protected' AND sp.auto_generated_flag = 'N'
        GROUP BY sp.type, sp.auto_generated_flag
        ",site_pages,site_pages.auto_generated_flag;site_pages.char_count;site_pages.image_count;site_pages.link_count;site_pages.max_ad_count;site_pages.type,,,site_page_content,3,Site page dimension content fields.
gold_040,web_site,easy,Summarize site pages of type protected with auto-generated flag Y by content counts.,"
        SELECT sp.type, sp.auto_generated_flag, AVG(sp.char_count) AS avg_chars, AVG(sp.link_count) AS avg_links, AVG(sp.image_count) AS avg_images, AVG(sp.max_ad_count) AS avg_ads
        FROM site_pages sp
        WHERE sp.type = 'protected' AND sp.auto_generated_flag = 'Y'
        GROUP BY sp.type, sp.auto_generated_flag
        ",site_pages,site_pages.auto_generated_flag;site_pages.char_count;site_pages.image_count;site_pages.link_count;site_pages.max_ad_count;site_pages.type,,,site_page_content,4,Site page dimension content fields.
gold_041,marketing,medium,Which Unknown campaigns drove online Music net paid sales in 2001?,"
        SELECT mc.purpose, mc.campaign_name, m.category, cd.year, SUM(op.net_paid) AS net_paid
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN marketing_campaigns mc ON op.campaign_ref = mc.campaign_record
        JOIN merchandise m ON op.merchandise_ref = m.merchandise_record
        WHERE mc.purpose = 'Unknown' AND m.category = 'Music' AND cd.year = 2001
        GROUP BY mc.purpose, mc.campaign_name, m.category, cd.year
        ",calendar_days;marketing_campaigns;merchandise;online_purchases,calendar_days.calendar_day_record;calendar_days.year;marketing_campaigns.campaign_name;marketing_campaigns.campaign_record;marketing_campaigns.purpose;merchandise.category;merchandise.merchandise_record;online_purchases.campaign_ref;online_purchases.merchandise_ref;online_purchases.net_paid;online_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;marketing_campaigns.campaign_record = online_purchases.campaign_ref;merchandise.merchandise_record = online_purchases.merchandise_ref,,online_campaign_sales,1,Online campaign attribution.
gold_042,marketing,medium,Which Unknown campaigns drove online Music net paid sales in 2002?,"
        SELECT mc.purpose, mc.campaign_name, m.category, cd.year, SUM(op.net_paid) AS net_paid
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN marketing_campaigns mc ON op.campaign_ref = mc.campaign_record
        JOIN merchandise m ON op.merchandise_ref = m.merchandise_record
        WHERE mc.purpose = 'Unknown' AND m.category = 'Music' AND cd.year = 2002
        GROUP BY mc.purpose, mc.campaign_name, m.category, cd.year
        ",calendar_days;marketing_campaigns;merchandise;online_purchases,calendar_days.calendar_day_record;calendar_days.year;marketing_campaigns.campaign_name;marketing_campaigns.campaign_record;marketing_campaigns.purpose;merchandise.category;merchandise.merchandise_record;online_purchases.campaign_ref;online_purchases.merchandise_ref;online_purchases.net_paid;online_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;marketing_campaigns.campaign_record = online_purchases.campaign_ref;merchandise.merchandise_record = online_purchases.merchandise_ref,,online_campaign_sales,2,Online campaign attribution.
gold_043,marketing,medium,Which Unknown campaigns drove online Music net paid sales in 2003?,"
        SELECT mc.purpose, mc.campaign_name, m.category, cd.year, SUM(op.net_paid) AS net_paid
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN marketing_campaigns mc ON op.campaign_ref = mc.campaign_record
        JOIN merchandise m ON op.merchandise_ref = m.merchandise_record
        WHERE mc.purpose = 'Unknown' AND m.category = 'Music' AND cd.year = 2003
        GROUP BY mc.purpose, mc.campaign_name, m.category, cd.year
        ",calendar_days;marketing_campaigns;merchandise;online_purchases,calendar_days.calendar_day_record;calendar_days.year;marketing_campaigns.campaign_name;marketing_campaigns.campaign_record;marketing_campaigns.purpose;merchandise.category;merchandise.merchandise_record;online_purchases.campaign_ref;online_purchases.merchandise_ref;online_purchases.net_paid;online_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;marketing_campaigns.campaign_record = online_purchases.campaign_ref;merchandise.merchandise_record = online_purchases.merchandise_ref,,online_campaign_sales,3,Online campaign attribution.
gold_044,marketing,medium,Which Unknown campaigns drove online Music net paid sales in 2004?,"
        SELECT mc.purpose, mc.campaign_name, m.category, cd.year, SUM(op.net_paid) AS net_paid
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN marketing_campaigns mc ON op.campaign_ref = mc.campaign_record
        JOIN merchandise m ON op.merchandise_ref = m.merchandise_record
        WHERE mc.purpose = 'Unknown' AND m.category = 'Music' AND cd.year = 2004
        GROUP BY mc.purpose, mc.campaign_name, m.category, cd.year
        ",calendar_days;marketing_campaigns;merchandise;online_purchases,calendar_days.calendar_day_record;calendar_days.year;marketing_campaigns.campaign_name;marketing_campaigns.campaign_record;marketing_campaigns.purpose;merchandise.category;merchandise.merchandise_record;online_purchases.campaign_ref;online_purchases.merchandise_ref;online_purchases.net_paid;online_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;marketing_campaigns.campaign_record = online_purchases.campaign_ref;merchandise.merchandise_record = online_purchases.merchandise_ref,,online_campaign_sales,4,Online campaign attribution.
gold_045,marketing,easy,Show marketing campaign channel mix for Unknown campaigns with discount flag N.,"
        SELECT mc.purpose, mc.discount_active, COUNT(*) AS campaigns, SUM(mc.cost) AS total_cost, SUM(mc.response_target) AS response_target,
               SUM(CASE WHEN mc.channel_email = 'Y' THEN 1 ELSE 0 END) AS email_campaigns,
               SUM(CASE WHEN mc.channel_tv = 'Y' THEN 1 ELSE 0 END) AS tv_campaigns,
               SUM(CASE WHEN mc.channel_radio = 'Y' THEN 1 ELSE 0 END) AS radio_campaigns
        FROM marketing_campaigns mc
        WHERE mc.purpose = 'Unknown' AND mc.discount_active = 'N'
        GROUP BY mc.purpose, mc.discount_active
        ",marketing_campaigns,marketing_campaigns.channel_email;marketing_campaigns.channel_radio;marketing_campaigns.channel_tv;marketing_campaigns.cost;marketing_campaigns.discount_active;marketing_campaigns.purpose;marketing_campaigns.response_target,,,campaign_channel_mix,1,Campaign dimension channel flags.
gold_046,marketing,easy,Show marketing campaign channel mix for Unknown campaigns with discount flag N.,"
        SELECT mc.purpose, mc.discount_active, COUNT(*) AS campaigns, SUM(mc.cost) AS total_cost, SUM(mc.response_target) AS response_target,
               SUM(CASE WHEN mc.channel_email = 'Y' THEN 1 ELSE 0 END) AS email_campaigns,
               SUM(CASE WHEN mc.channel_tv = 'Y' THEN 1 ELSE 0 END) AS tv_campaigns,
               SUM(CASE WHEN mc.channel_radio = 'Y' THEN 1 ELSE 0 END) AS radio_campaigns
        FROM marketing_campaigns mc
        WHERE mc.purpose = 'Unknown' AND mc.discount_active = 'N'
        GROUP BY mc.purpose, mc.discount_active
        ",marketing_campaigns,marketing_campaigns.channel_email;marketing_campaigns.channel_radio;marketing_campaigns.channel_tv;marketing_campaigns.cost;marketing_campaigns.discount_active;marketing_campaigns.purpose;marketing_campaigns.response_target,,,campaign_channel_mix,2,Campaign dimension channel flags.
gold_047,marketing,easy,Show marketing campaign channel mix for Unknown campaigns with discount flag N.,"
        SELECT mc.purpose, mc.discount_active, COUNT(*) AS campaigns, SUM(mc.cost) AS total_cost, SUM(mc.response_target) AS response_target,
               SUM(CASE WHEN mc.channel_email = 'Y' THEN 1 ELSE 0 END) AS email_campaigns,
               SUM(CASE WHEN mc.channel_tv = 'Y' THEN 1 ELSE 0 END) AS tv_campaigns,
               SUM(CASE WHEN mc.channel_radio = 'Y' THEN 1 ELSE 0 END) AS radio_campaigns
        FROM marketing_campaigns mc
        WHERE mc.purpose = 'Unknown' AND mc.discount_active = 'N'
        GROUP BY mc.purpose, mc.discount_active
        ",marketing_campaigns,marketing_campaigns.channel_email;marketing_campaigns.channel_radio;marketing_campaigns.channel_tv;marketing_campaigns.cost;marketing_campaigns.discount_active;marketing_campaigns.purpose;marketing_campaigns.response_target,,,campaign_channel_mix,3,Campaign dimension channel flags.
gold_048,marketing,easy,Show marketing campaign channel mix for Unknown campaigns with discount flag N.,"
        SELECT mc.purpose, mc.discount_active, COUNT(*) AS campaigns, SUM(mc.cost) AS total_cost, SUM(mc.response_target) AS response_target,
               SUM(CASE WHEN mc.channel_email = 'Y' THEN 1 ELSE 0 END) AS email_campaigns,
               SUM(CASE WHEN mc.channel_tv = 'Y' THEN 1 ELSE 0 END) AS tv_campaigns,
               SUM(CASE WHEN mc.channel_radio = 'Y' THEN 1 ELSE 0 END) AS radio_campaigns
        FROM marketing_campaigns mc
        WHERE mc.purpose = 'Unknown' AND mc.discount_active = 'N'
        GROUP BY mc.purpose, mc.discount_active
        ",marketing_campaigns,marketing_campaigns.channel_email;marketing_campaigns.channel_radio;marketing_campaigns.channel_tv;marketing_campaigns.cost;marketing_campaigns.discount_active;marketing_campaigns.purpose;marketing_campaigns.response_target,,,campaign_channel_mix,4,Campaign dimension channel flags.
gold_049,marketing,medium,Campaign duration and target response for Unknown campaigns starting in 2001.,"
        SELECT mc.purpose, start_day.year, AVG(end_day.calendar_day_record - start_day.calendar_day_record) AS avg_duration_days, SUM(mc.response_target) AS response_target
        FROM marketing_campaigns mc
        JOIN calendar_days start_day ON mc.start_calendar_day_ref = start_day.calendar_day_record
        JOIN calendar_days end_day ON mc.end_calendar_day_ref = end_day.calendar_day_record
        WHERE mc.purpose = 'Unknown' AND start_day.year = 2001
        GROUP BY mc.purpose, start_day.year
        ",calendar_days;marketing_campaigns,calendar_days.calendar_day_record;calendar_days.year;marketing_campaigns.end_calendar_day_ref;marketing_campaigns.purpose;marketing_campaigns.response_target;marketing_campaigns.start_calendar_day_ref,calendar_days.calendar_day_record = marketing_campaigns.end_calendar_day_ref;calendar_days.calendar_day_record = marketing_campaigns.start_calendar_day_ref,,campaign_duration,1,Campaign start and end date roles.
gold_050,marketing,medium,Campaign duration and target response for Unknown campaigns starting in 2002.,"
        SELECT mc.purpose, start_day.year, AVG(end_day.calendar_day_record - start_day.calendar_day_record) AS avg_duration_days, SUM(mc.response_target) AS response_target
        FROM marketing_campaigns mc
        JOIN calendar_days start_day ON mc.start_calendar_day_ref = start_day.calendar_day_record
        JOIN calendar_days end_day ON mc.end_calendar_day_ref = end_day.calendar_day_record
        WHERE mc.purpose = 'Unknown' AND start_day.year = 2002
        GROUP BY mc.purpose, start_day.year
        ",calendar_days;marketing_campaigns,calendar_days.calendar_day_record;calendar_days.year;marketing_campaigns.end_calendar_day_ref;marketing_campaigns.purpose;marketing_campaigns.response_target;marketing_campaigns.start_calendar_day_ref,calendar_days.calendar_day_record = marketing_campaigns.end_calendar_day_ref;calendar_days.calendar_day_record = marketing_campaigns.start_calendar_day_ref,,campaign_duration,2,Campaign start and end date roles.
gold_051,marketing,medium,Campaign duration and target response for Unknown campaigns starting in 2003.,"
        SELECT mc.purpose, start_day.year, AVG(end_day.calendar_day_record - start_day.calendar_day_record) AS avg_duration_days, SUM(mc.response_target) AS response_target
        FROM marketing_campaigns mc
        JOIN calendar_days start_day ON mc.start_calendar_day_ref = start_day.calendar_day_record
        JOIN calendar_days end_day ON mc.end_calendar_day_ref = end_day.calendar_day_record
        WHERE mc.purpose = 'Unknown' AND start_day.year = 2003
        GROUP BY mc.purpose, start_day.year
        ",calendar_days;marketing_campaigns,calendar_days.calendar_day_record;calendar_days.year;marketing_campaigns.end_calendar_day_ref;marketing_campaigns.purpose;marketing_campaigns.response_target;marketing_campaigns.start_calendar_day_ref,calendar_days.calendar_day_record = marketing_campaigns.end_calendar_day_ref;calendar_days.calendar_day_record = marketing_campaigns.start_calendar_day_ref,,campaign_duration,3,Campaign start and end date roles.
gold_052,marketing,medium,Campaign duration and target response for Unknown campaigns starting in 2004.,"
        SELECT mc.purpose, start_day.year, AVG(end_day.calendar_day_record - start_day.calendar_day_record) AS avg_duration_days, SUM(mc.response_target) AS response_target
        FROM marketing_campaigns mc
        JOIN calendar_days start_day ON mc.start_calendar_day_ref = start_day.calendar_day_record
        JOIN calendar_days end_day ON mc.end_calendar_day_ref = end_day.calendar_day_record
        WHERE mc.purpose = 'Unknown' AND start_day.year = 2004
        GROUP BY mc.purpose, start_day.year
        ",calendar_days;marketing_campaigns,calendar_days.calendar_day_record;calendar_days.year;marketing_campaigns.end_calendar_day_ref;marketing_campaigns.purpose;marketing_campaigns.response_target;marketing_campaigns.start_calendar_day_ref,calendar_days.calendar_day_record = marketing_campaigns.end_calendar_day_ref;calendar_days.calendar_day_record = marketing_campaigns.start_calendar_day_ref,,campaign_duration,4,Campaign start and end date roles.
gold_053,store_sales,medium,Store net sales in TN for Music during month 1 of 2001.,"
        SELECT rl.state, m.category, cd.year, cd.month_of_year, SUM(sp.net_paid) AS net_paid
        FROM store_purchases sp
        JOIN calendar_days cd ON sp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN retail_locations rl ON sp.retail_location_ref = rl.retail_location_record
        JOIN merchandise m ON sp.merchandise_ref = m.merchandise_record
        WHERE rl.state = 'TN' AND m.category = 'Music' AND cd.year = 2001 AND cd.month_of_year = 1
        GROUP BY rl.state, m.category, cd.year, cd.month_of_year
        ",calendar_days;merchandise;retail_locations;store_purchases,calendar_days.calendar_day_record;calendar_days.month_of_year;calendar_days.year;merchandise.category;merchandise.merchandise_record;retail_locations.retail_location_record;retail_locations.state;store_purchases.merchandise_ref;store_purchases.net_paid;store_purchases.retail_location_ref;store_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = store_purchases.sale_calendar_day_ref;merchandise.merchandise_record = store_purchases.merchandise_ref;retail_locations.retail_location_record = store_purchases.retail_location_ref,,store_sales_location,1,Store geography and product.
